id,artist,name,link,algo_outlier,outlier_class
TRRETPD128F4265577,Laura Nyro,Map To The Treasure,,1,
TRUMXRU128F4271B7B,Laura Nyro,Ain't Nothing Like The Real Thing,,1,
TRAUGWA128F4276E31,Laura Nyro,The Bells,,1,
TRSLVJJ128E0786C44,Laurie Anderson,"The Mysterious ""J"" [Live Album Version]",,1,
TRFUJVJ128F426F2A2,Lauryn Hill,Interlude 5,,1,
TRHTIBF12903CBDBAF,Lee Coombs,Intro,,1,
TRLROFR128F9320819,Lee Greenwood,Hearts Aren't Made To Break (They're Made To Love),,1,
TRJUVZG128F4288418,Leela James,Good Time [Antony Reale & Funky Junction Remix],,1,
TRRQMVS128F425AD50,Lene Marlin,I Know,,1,
TROYRBN128F9311A5E,Les Garçons Bouchers,Chariot,,1,
TRSTHHQ128F42A4A8C,Les Wampas,C'Est Juste Une Petite Voix,,1,
TRYKNID128F42405E6,Lesley Gore,We Went So High,,1,
TRDZFTX128F92F902E,Levon Helm,Move Along Train,,1,
TRFZODC128F931076C,Liam Lynch,Hit Me Again,,1,
TRKKOOD128E0791304,Lighthouse Family,The Way You Are,,1,
TRBIMZB128F93263E8,Lionel Richie,Stuck On You,,1,
TRUSXWX128F145FB1E,Lionel Richie,Still,,1,
TRYHPFZ128F932ED7A,Lisa Loeb,H.A.P.P.Y,,1,
TRSZRQE128F9312BF3,Lisa Loeb,Days Were Different,,1,
TROIHCA128F145D0AC,Little Anthony & The Imperials,Gonna Fix You Good (Every Time You're Bad),,1,
TROHVNG128F934433F,Little Feat,Rocket In My Pocket,,1,
TRGAGLI128F14A5694,Little Richard,In The Name (Version 3_ Take 1; false start),,1,
TREGQER128F427CDE5,Living In A Box,Mistaken Identity,,1,
TRHQQBC12903CCC2A6,London Elektricity,Round the Corner (Landslide Dub),,1,
TRUUACB128F92F25F0,Lonesome River Band,(Listen To) The Old Man,,1,
TRBKFIW128F1456EDD,Lords Of The New Church,Dreams & Desires,,1,
TRZPPVT128F4273D7F,Lou Rawls,Spring Can Really Hang You Up The Most,,1,
TRIIFEF128F14598C3,Lou Rawls,Willow Weep For Me,,1,
TRBXSDN128F4240D9D,Lucero,O Tu O Nada (En Vivo Auditorio Nacional),,1,
TRRMFFZ12903CAD544,Luciano,Steal Us feat. Ragnam Poyser,,1,
TRABXUY12903CAD53E,Luciano,Born In The Famine feat. Sizzla & Jesse Jendah,,1,
TRNVIGB128E078DAD8,Lucie Silvas,Breathe In,,1,
TRBZYMI128F92E2846,Luka Bloom,I'm On Your Side,,1,
TREPXER128F92FE8CA,Luka Bloom,An Irishman In Chinatown (LP Version),,1,
TRRURCD128F92FB03C,Luke Doucet,The Anxious Ballerina,,1,
TRKODNE128F427313E,Luther Vandross,Don't You Know That?,,1,
TRJAAVG128F42A6523,Lutricia Mcneal,"Poof"" You're Gone!",,1,
TRAYBRB12903D07305,MARC COHN,Already Home (LP Version),,1,
TRELGUJ128F424C3A5,MNEMIC,The audio injection,,1,
TRXEKOE128F427FDB8,MNEMIC,The Audio Injection,,1,
TREUMKQ128F4284500,Macy Gray,I Try,,1,
TRBMNVJ128F1455AE8,Mano Negra,Song For Jodie (Instrumental),,1,
TRBMOKC128F92ECAB7,Marc-André Hamelin,Barcarolle_ Op.65 No. 6 (Live),,1,
TRROVZV128F92F5D89,Marisela,Adios Amor (Verion Banda),,1,
TROBDZI128F1456087,Mark Knopfler,The Rocks & The Water,,1,
TRLIYDD128F932E4F4,Mark Kozelek,Moorestown,,1,
TRYLSDP12903CE16FD,Mary Black,My Donald,,1,
TRCRXRP128EF35F04F,Matt Monro,Si Tu Te Vas,,1,
TRRHHZY128F42A81F6,Mecano,Une Histoire A Trois (El Uno_ El Dos_ El Tres),,1,
TRGMDAZ128F149DAB9,Michael Brecker,Introduction To Naked Soul,,1,
TROUBTU128F9318B90,Michael Hurley,The Time is Right,,1,
TRHROMU128F42953BD,Michelle Gayle,Fly Away (Interlude),,1,
TRYWYJR128F9316D00,Mike Batt,The Dead Of The Night (Album Version),,1,
TRXVFFP128F426D1DE,Mikey Dread,Radix Revenge (Dub / Instrumental Reggae Music),,1,
TRAMEBP12903CD7EEA,Mink DeVille,Heaven Stood Still,,1,
TRCMIUM128F425A7AC,Mink DeVille,Mazurka,,1,
TRLWKHU12903CCC5B8,Mistabishi,Hidden,,1,
TREUKVB128F14897EE,Misty's Big Adventure,Crumpled Up Guy,,1,
TRFBUWW128F4270931,Mitchell Akiyama,Night Grows Less,,1,
TROMNVX12903CA6A19,Moby Grape,Introduction (Monterey International Pop Festival '67),,1,
TRQFKYW128F427E143,Moe Tucker,I'm Waiting For The Man,,1,
TRJSLBG128F428C1C5,Monrose,Push Up On Me,,1,
TRUBICS128F930D50F,Moonspell,Interludium/Incantatum Oequinoctum (Re-Recorded),,1,
TRVLKOA128F4291E15,Mr. Mister,The Border,,1,
TRWNPJL128F425E1DD,Mutemath,Collapse [Live],,1,
TRUWXSG128F1482B97,Natalie Merchant,Effigy (LP Version),,1,
TRKKLOB128F930DF99,Natty King,Pray Today,,1,
TRCQVGQ128F933DE50,Neil Sedaka,Little Song,,1,
TRTFPOX128F146D5CE,Neil Sedaka,The Queen Of 1964,,1,
TREOMJI128F92E16BA,Neutral Milk Hotel,Avery Island / April 1st,,1,
TRWMKOL12903CF060A,Nevermore,Forever,,1,
TRQQHVW12903CF05DC,Nevermore,Ophidian,,1,
TRBLYGW12903CF24DE,Nevermore,Noumenon (re-mixed & re-mastered),,1,
TRDSUTK128F4243EFF,New Fast Automatic Daffodils,How Much Longer Must We Tolerate Mass Culture,,1,
TRHUFOD128F146716B,Nitty Gritty Dirt Band,It Came From The 50's (Blast From The Past),,1,
TRHMKTT128F1467327,Nitty Gritty Dirt Band,Amazing Grace,,1,
TRPUQSM12903CCC2FC,Nu:Tone,New Boy,,1,
TRANIXR128F147C0C4,Odetta,Glory  Glory (Album Version),,1,
TRGJZPJ12903CA25F9,Organized Konfusion,Epilogue,,1,
TROCHPQ128F1476D9D,Ottmar Liebert,Isla Del Sol,,1,
TRBANSH128F4262B50,Ottmar Liebert,Havana Club,,1,
TRXFLTG128E078864B,Overkill,Ghost Dance  (LP Version),,1,
TRTHQCW128F427D635,PAULA COLE,She Can't Feel Anything Anymore (Album Version),,1,
TRSRRSG12903CEC972,Pagan's Mind,Appearance,,1,
TRXQVMU12903CCDF81,Pat Metheny,Flight (Album Version),,1,
TRYIPDY128F92C4955,Patti Smith,The Jackson Song,,1,
TRGXDSE128F428039F,Patti Smith,Trampin',,1,
TRPKQGL128F92F4026,Paul Woolford,Black Orchid,,1,
TRVASDG128F92EF73E,Percy Sledge,I've Been Loving You Too Long,,1,
TRFIRWD12903CAC0F3,Pere Ubu,Phynancial Atmosphere,,1,
TROASUA128F92FCE0E,Peter Rowan,Barefoot Country Road,,1,
TRXBYMV128F92FA4EF,Peter Rowan,Come All Ye Tenderhearted,,1,
TRZNJRV12903D05ADC,Phil Manzanera,Lagrima,,1,
TRUETUP128F14863D1,Pierre-Laurent Aimard,Carnaval Op.9 : XVII Paganini,,1,
TRWWUST12903CAD4E4,Pinchers,Gwen,,1,
TRVBNKI128F428B076,Pine Leaf Boys,Quand Rita est Arrive,,1,
TROPJFW128F4285ED4,Planlos,Intro,,1,
TRZWCPS128F42B72F6,Plej,Evum,,1,
TRKZWOZ12903CD3FC3,Plies,30 Days Outro,,1,
TRAJLAC128F92F35D5,Po' Girl,Angels Of Grace,,1,
TRMLCQF128F428E92A,Pointed Sticks,What Do You Want Me To Do,,1,
TRLRBCR128F428E868,Pointed Sticks,Out Of Luck,,1,
TRABDJR128F9309CD9,Prefuse 73,Illiterate Interlude,,1,
TRMHOJW128F93213EC,Primitive Radio Gods,Apso Foogin' Lootly,,1,
TRQPHOV12903CEC1FB,Propagandhi,Noam Chomsky,,1,
TRCRQRQ128F4262673,Pulley,Thanks,,1,
TRNXSSZ12903CBCD9D,R. Carlos Nakai,4th Movement: Heart,,1,
TRTGXVN128F147C75B,RODNEY CROWELL,The One About England (LP Version),,1,
TRICOCA128F9322123,RODNEY CROWELL,Forty Winters,,1,
TRVHCDU128F932E609,Randy Brecker,Pipe Dream,,1,
TRPAWZR128F4251B30,Randy Travis,'Til I'm Dead And Gone (Album Version),,1,
TREENTD128F92F2EBE,Randy Travis,Forever Together (Album Version),,1,
TRXODXS128F92FE84F,Randy Travis,Here In My Heart (Album Version),,1,
TRKVSJH128F42864B0,Ratos de Porao,A Cola,,1,
TRDEXVF128F426383A,Red House Painters,Instrumental (demo),,1,
TRZSIGV128F931B189,Robben Ford,Up The Line,,1,
TRMBMEY128F422A061,Robin Williamson,Shepherd's Tune,,1,
TRWWUUA128F93414B0,Rocio Durcal,Tu Que Fuiste,,1,
TRXHYCX128F931F98A,Rocio Durcal,Tu Si Que Sabes Amar,,1,
TRRWVQH12903CA8FB9,Rod Lee,Rod Intro,,1,
TRQEGKA12903CA09BD,Rod Lee,The Pressure Intro,,1,
TRFHMXY128F934C622,Rose Funeral,Exordium The Fall Of Christ (Intro),,1,
TRVCEXE12903CD3614,Rotting Christ,Nekron Iahes...,,1,
TRCYYEQ12903D0197A,Rotting Christ,Law Of The Serpent,,1,
TRHOVEB128F425C967,Roy Ayers,Miles (Love's Silent Dawn),,1,
TRWDQNU12903CCB9A9,Sam Cooke,Thats All I Need To Know (Digitally Remastered),,1,
TRFQGFT128F424C312,Sandrine,A Different Way,,1,
TRMXVOP128F92E04BF,Santa Esmeralda,Give The Simple Truth - Re-Recording,,1,
TRXBHFV128F4278260,Sarah Masen,Jacob's Lullaby,,1,
TRHYTHV128F92E7413,Scott Miller & The Commonwealth,Summons,,1,
TRATELT128F42AAA4F,Scottish Chamber Orchestra/Sir Charles Mackerras,Requiem in D Minor K626 - Sequence: Tuba Mirum,,1,
TRVGFXR128F92FC272,Seals and Crofts,See My Life [Reprise Version],,1,
TRHPZZW128F92F267B,Sean Watkins,The Ant And The Ant,,1,
TRLSHWB128F4231DBB,Seth Lakeman,Image Of Love,,1,
TRGZFZM128EF34E451,Shaila Dúrcal,Costumbres,,1,
TRFJJXZ12903CAF374,Shakespears Sister,It's A Trip (Smalltown Boy Mix),,1,
TRWCOBL128F4263CAF,Sharon Jones & The Dap-Kings,Casella Walk,,1,
TRRICCG128F93272C5,Shawn Colvin,Close Your Eyes,,1,
TRPLXDD128EF35FA96,Sherwood,The Only Song (Acoustic),,1,
TRKZXHS12903CB086F,Shirley Collins,Dabbling In The Dew,,1,
TRYRMGV128F426054A,Simon Webbe,My Soul Pleads For You (Abbey Rd Napster Session),,1,
TRRVVAU128F4269510,Simply Red,Sad Old Red,,1,
TRFIWWM128F426B71F,Siniestro Total,Ascensión Y Caída De Josito: Empieza El Baile (Album Version),,1,
TRRHAOE12903CA99E2,Sinitta,G.T.O.,,1,
TRAOGWK128EF349658,Sir Douglas Quintet,Monterey Sun,,1,
TRYRNIX128F935ECE9,Sister Sledge,Love Of The Lord,,1,
TRGHHEP12903CBE42D,Sizzla,Taking Over,,1,
TRTEEFR128F9327236,Sizzla,Revolution,,1,
TRZYKOH128F42619AC,SkinnyMan,Intro,,1,
TRYOUQG128F1468D47,Slapp Happy,Caucasian Lullaby,,1,
TRMPBDW12903CA864C,Sly & The Family Stone,Rock dirge,,1,
TRQNNUQ128F92DED84,Sly & The Family Stone,Do You Know What?,,1,
TRTAIQK128F9305575,Sniff 'n' The Tears,Last Dance,,1,
TRUOGPK128F148BC14,Sniper,Radio,,1,
TRRYZRF128F4239ED2,Soilwork,Disintegrated Skies,,1,
TRAZKIS12903CEED76,Solas,Lament for Frankie,,1,
TROMWJE128F422F60D,Solomon Burke,What I've Got To Do,,1,
TRWVIGN128F425538F,Solomon Burke,Keep The Magic Working (LP Version),,1,
TRLWICP12903CB01CF,Sondaschule,Rambazamba Bonus Nr. 1,,1,
TRVXMFX128F426D650,Sonny & Cher,I Got You Babe  (Soundtrack Version),,1,
TRHEGZE128F147C5FB,Sonny & Cher,Monday (LP Version),,1,
TRTDNLQ128F147C537,Soul Asylum,Walking (Album Version),,1,
TRODZVA128F932621D,Soulive,Interlude III,,1,
TROAPLJ128F146492A,Soulive,Lenny (Live),,1,
TRJHHHY128F146BFDD,Soulsister,Ain't That Simple,,1,
TRRHUQF128F145674D,Southside Johnny & The Asbury Jukes,Better Days,,1,
TRRSJUH12903CEB8A7,Soweto Gospel Choir,Hakeleje Introduction,,1,
TRMTPJF128F428F617,St. Vincent,We Put A Pearl In The Ground,,1,
TRBTYVY128F92F012A,Stars,Personal,,1,
TRGTHFM128F932B0CA,Stars,Maintenance Hall_ 4 AM,,1,
TRXHXLI128E0791740,Steel Pulse,Reprise,,1,
TRBPWDM128F9340E1E,Steely Dan,Kid Charlemagne (Live) (Album Version),,1,
TRRNOBB128F421A072,Steely Dan,Android Warehouse,,1,
TRWSVYJ12903CB4FD4,Steve Earle,Brown And Root,,1,
TRYZJOL128F9312293,Steve Riley & The Mamou Playboys,Les clefs de la prison (The Keys To The Prison),,1,
TRFQGZB128F426AAB8,Stevie Ray Vaughan,Intro - Ken Dashow/John Hammond,,1,
TRESUTY128F931485E,Stevie Ray Vaughan And Double Trouble,SRV Speaks,,1,
TRONZXP128F92F319A,Stevie Ray Vaughan And Double Trouble,SRV Speaks,,1,
TRSPFZA12903D09F99,Stick To Your Guns,Comes From The Heart,,1,
TREDKJK128F92FB2FE,Stonebridge,Close To Heaven,,1,
TRBTABO12903CF483E,Sugar Ray,New Direction [Outro],,1,
TRLENFE128F933C953,Surkin,Piste de Ski (locked groove),,1,
TRPWEOQ128F4298227,Suzi Quatro,Shake My Sugar,,1,
TRLYWXJ12903CB6D3E,Séamus Egan,Paddy Fahy's / Eddie Kelly's / Vincent Broderick's,,1,
TRNGJNM128F424ED4D,T.S.O.L.,Serious,,1,
TRRYJZF12903CAB25C,THE CHIFFONS,Sweet Talkin' Guy,,1,
TRFIYAF128F14688A6,THE TOM ROBINSON BAND,Martin,,1,
TRSJLRN128F14A1416,THERION,The fall into eclipse,,1,
TRHJQUM128F92F4887,THERION,"Wagner: ""Notung! Notung! Niedliches Schwert!"" from The Ring",,1,
TROJSYZ128F92CF9CB,Tagada Jones,Kamikaze (Remix),,1,
TRALCCG128F92E176D,Tavares,Check It Out - Live,,1,
TREVENJ128F92FB9AD,Teddy Pendergrass,Live Interview,,1,
TRQBUHZ128F92D1753,Teddy Pendergrass,Interview with Mimi Brown of WDAS-FM,,1,
TRFFHKA128F42213A4,Teoman,Senden Önce Senden Sonra (Akustik Miks),,1,
TRZKJEX128E0785EDD,Terri Walker,For Life,,1,
TRMQMVR128F424CD58,Terry Callier,900 Miles,,1,
TREWHWV128F92F5407,Terry Callier,John Coltrane Story 1 (spoken Word),,1,
TRSOPBB128F147ED3E,Terry Reid,Milestones (LP Version),,1,
TRNGGBS128F42AB39B,The Aggrolites,Bonus Track,,1,
TRAKGUG128F425D293,The Albion Band,It Is That Window of Time,,1,
TRARWAO128F934C5A1,The Almighty Trigger Happy,Plus Or Minus 10%,,1,
TRVLBGV128F92E37AD,The Avett Brothers,Laser Pants,,1,
TRSRVGW128F42307D6,The Bar-Kays,Son Of Shaft,,1,
TRSGDAW128F930B524,The Chameleons,Road to San Remo,,1,
TRSIGCA128F9302948,The Chap,Emerson Lake And Palmer,,1,
TRSPREB128F930292E,The Chap,Woop,,1,
TRGWTBF128F92EDD1E,The Chills,Water Wolves,,1,
TRYZQVN12903CAEF70,The Chordettes,Garden In The Rain,,1,
TRLZYRZ128F9305000,The Clientele,Three Month Summers,,1,
TRTONGQ12903C9CA50,The Doobie Brothers,Long Train Runnin' [Farewell Live Tour Version],,1,
TRJEMML128F42821C4,The Doobie Brothers,Precis (Album Version),,1,
TRHIXHY128F92DE0AC,The Elgins,Stay In My Lonely Arms,,1,
TRQVJYP128F426450A,The Elgins,Stay In My Lonely Arms,,1,
TRXTPDZ128F92CFAD8,The Gabe Dixon Band,Further The Sky,,1,
TRWHZUB128F14AEC5D,The Gap Band,You Can Count On Me,,1,
TRYIPTR12903CDDE8C,The Heptones,Mr. T,,1,
TRLOULI128F421F6C7,The Hot Puppies,Into Each Life Some Rain Must Fall,,1,
TRUXYQP128EF35F4EB,The Icicle Works,Intro,,1,
TRBRKGT128F4265BF0,The Jacksons,Heaven Knows I Love You,,1,
TRKBTBM128F428AEFA,The Jeff Healey Band,Nice Problem To Have,,1,
TREZBND12903CB5DDD,The Jeff Healey Band,I'm Tore Down,,1,
TRIAWMO12903CB0E6D,The Jets,Finale,,1,
TRWXSPD128E078A24D,The Juan MacLean,AD2003,,1,
TRZGXMR128F1475D9D,The Juan MacLean,Tito's Way (Reverso68 Remix),,1,
TRJDJGH128F422FC37,The Klezmatics,Di Zun Vet Aruntergeyn,,1,
TRCQVMT128F426830C,The Leftovers,Stop Drop Rock N Roll,,1,
TRIEGLZ128E079191F,The Mamas & The Papas,Once Was A Time I Thought,,1,
TRHBAUX128F92E53B8,The Mamas & The Papas,Honeymoon (no dough) (Bonustrack),,1,
TRVFRZB128F42725FC,The Manhattans,"Excerpt From ""An Interview Special With The Manhattans",,1,
TRBLJRQ128EF340453,The Mess Hall,Shaky Ground,,1,
TRGXVFR128F933BE94,The Meters,6 V 6 La - Original,,1,
TRYKLNC128F92E20C3,The Mission,Prelude: Anniversary,,1,
TRYIBDR128EF365F60,The Mission,Easy Coast Lament (Incidental),,1,
TREDXXH128F427F190,The Moldy Peaches,One Good Turn,,1,
TRFPKTT128F14696BE,The Mutton Birds,Envy Of Angels,,1,
TRAKYLS128F92F2580,The Nashville Bluegrass Band,Introduction: Isaac Freeman,,1,
TRFFFKW128F92F3F25,The New Mastersounds,Pete's Bass,,1,
TRPSQTO128F427009C,The O'Jays,For The Love Of Money,,1,
TRNBSAV12903CDCE30,The Osmonds,The Refiner's Fire,,1,
TRVPTGI128F93321C2,The Pasadenas,Love Changes,,1,
TRSTPAG128F92EC0CD,The Pork Dukes,My Mother Gave Me A Gun For Christmas (Waltz Version),,1,
TRVYDFF128F932E996,The Quantic Soul Orchestra,Interlude,,1,
TRNWZYH128F146906A,The Railway Children,Every Beat Of The Heart,,1,
TRIASBI128F425B516,The Real McKenzies,Wild Mountain Thyme,,1,
TRJDWPY128F425B51F,The Real McKenzies,MacLeod,,1,
TRSYJVX12903CF3460,The Red Clay Ramblers,Stone Mountain Wobble,,1,
TRKUIKP128F14A4960,The Rutles,Lullaby,,1,
TRSZYYX128F92F1AF6,The Skatalites,Latin Goes Ska,,1,
TRMGCQG128F14B0658,The Stooges,Studio Dialogue (#9),,1,
TRMIDQK128F14B0679,The Stooges,Studio Dialogue (#16),,1,
TRZCBZZ12903CF6919,The String Cheese Incident,Drum Jam,,1,
TRACDAE128F933B3E4,The Style Council,It Just Came To Pieces In My Hands,,1,
TRIXPII128F930FEF5,The Waybacks,Untitled,,1,
TRNLIXR128F930FEE2,The Waybacks,Untitled,,1,
TRFRSAO128E079630A,The Weather Girls,Can't Let You Go,,1,
TRKXROI128F9335A61,The Zombies,Knowing You,,1,
TRERCLM128F93359EA,The Zombies,The Way I Feel Inside / Studio Chat,,1,
TRORLUZ128F93359E7,The Zombies,Sometimes,,1,
TRRKHHO128F42832A9,Thelma Houston, Reggae Tune (Instrumental),,1,
TRLDEHP128F42832B1,Thelma Houston, Don't Misunderstand,,1,
TRQFHAS128F92D2C35,These Are Powers,Untitled (Garbage Bird),,1,
TRJHQWM128F423F06E,Thievery Corporation,A Warning (Dub),,1,
TRLGMTT128F4281049,Thin Lizzy,Me And The Boys,,1,
TRZMXYQ12903D081F6,Third Eye Blind,Self Righteous,,1,
TRWQVKF128F149333D,Third World,Now That We Found Love,,1,
TRIMGLU12903D03508,Tim Deluxe,Sawubona,,1,
TRSRYSD128F4263A08,Tom Petty,Alright For Now,,1,
TRWJILU128F42781D5,Train,Heavy,,1,
TRZFVFN128F9307AA7,Trivium,The End Of Everything (Album Version),,1,
TRPLNZX128F4239829,Trivium,Ashes,,1,
TROUFSN12903C95599,Trout Fishing in America,Five,,1,
TRCDRXT128F42637D0,Ultra Vivid Scene,This Is The Way,,1,
TRPRTZJ128EF36601F,Ultra Vivid Scene,A Smile And A Death Wish,,1,
TRNNBTX128F4269F99,Uncle Tupelo,Black Eye,,1,
TRWMUHE128F424C65D,Van McCoy,Change With the Times,,1,
TRNDDRG12903CCFF6B,Veda Hille,Trompe-L´oiseau,,1,
TRFCGQH12903CCF6B4,Vicious Rumours,Runaway Train,,1,
TRFAVOH128F4218AE4,Visaci Zamek,Posledni kralovna,,1,
TRWTQUF128F4238FF7,Visage,I Still Need A Man,,1,
TRNDJLJ128F92FC6A8,Voice Of The Beehive,Jesus,,1,
TRQHLJR12903CE42B8,Voivod,Temps Mort,,1,
TRVFTZI12903CE42C3,Voivod,Catalepsy II,,1,
TRGMHMR128F931B460,Warren Zevon,Interlude No. 2 (LP Version),,1,
TRZQPHX128F931B45D,Warren Zevon,Interlude No. 1 (LP Version),,1,
TROGTTR128F42B0CF4,Whitney Houston,Love Will Save The Day,,1,
TRRBMKR128F9336408,Whitney Houston,I Look To You,,1,
TRHVGBV128F93124E9,Wild Strawberries,Noise 1,,1,
TRQOJLB128F93124EA,Wild Strawberries,Noise 2,,1,
TRYCUWB128F42AB9CC,Will Kimbrough,Goodnight Moon,,1,
TRVPJUR128F92E9B7E,Willy Porter,Cold Wind,,1,
TRZSXYD128F4255526,Wilson Pickett,Don't Knock My Love - Part 2 ( Remastered Single Version),,1,
TRQVSYA12903CE64BB,Wilson Pickett,Don't Knock My Love - Pt. II,,1,
TRWFVNB12903CAAACF,Woody Guthrie,Pretty Boy Floyd,,1,
TRXUCJO128EF34B7FE,World Of Twist,"The Storm (12"")",,1,
TRMTHNB128F932AF0C,World Party,Dance of the Hoppy Lads,,1,
TRSUZDE128F1455320,Yoko Ono,Let Me Count The Ways (2001 Digital Remaster),,1,
TRMJFWO128F92EAE50,taylor deupree + christopher willits,Hybrid,,1,
TRPCWJH12903CD12D1,temposhark,Invisible Ink (Prelude),,1,
